,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,PER_EPS,PBR_BPS,Return_rate(PER),Return_rate(PBR),ROE_20,ROE_19,roe_past_2,roe_past_3
127,102710,이엔에프테크놀로지,기타 화학제품 제조업,LCD/반도체용 케미칼,6,5542,38950.0,42099.72,37760.99,8.09,-3.05,20.38,18.9,14.05,15.9
128,103140,풍산,1차 비철금속 제조업,,5,6404,22850.0,24462.46,34814.64,7.06,52.36,3.02,1.28,4.62,11.86
129,023890,한국아트라스비엑스,일차전지 및 축전지 제조업,축전지,6,4182,45700.0,48820.84,60613.11,6.83,32.63,12.75,15.6,17.32,17.6
130,003230,삼양식품,기타 식품 제조업,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",6,9831,130500.0,139371.29,107293.5,6.8,-17.78,25.55,23.15,16.16,15.28
131,192440,슈피겐코리아,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",6,4339,69800.0,73899.03,83284.96,5.87,19.32,17.48,14.52,17.7,19.59
132,243070,휴온스,의약품 제조업,"전문의약품, 일반의약품",6,5632,57000.0,59925.3,70553.6,5.13,23.78,19.82,21.36,31.64,32.39
133,161390,한국타이어앤테크놀로지,고무제품 제조업,타이어 제조,6,31093,25100.0,26383.04,51352.03,5.11,104.59,4.73,6.03,7.96,9.73
134,049070,인탑스,통신 및 방송 장비 제조업,휴대전화기용부품,6,1952,11350.0,11877.33,12526.22,4.65,10.36,5.3,8.5,5.76,4.36
135,014680,한솔케미칼,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출",6,15757,139500.0,145765.91,131887.74,4.49,-5.46,21.4,20.88,20.12,17.99
136,012330,현대모비스,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",6,182980,192500.0,200070.15,272978.01,3.93,41.81,5.45,7.28,6.3,5.43
137,004370,농심,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",6,23327,383500.0,397657.22,370125.87,3.69,-3.49,6.43,3.72,4.54,5.01
138,039340,한국경제TV,텔레비전 방송업,"광고수입, 협찬수입",6,1219,5300.0,5439.04,0.0,2.62,-100.0,13.95,13.01,14.16,13.77
139,035900,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,6,10311,29050.0,29745.5,24992.47,2.39,-13.97,18.18,21.91,22.52,21.38
140,229640,LS전선아시아,기타 금융업,,5,1994,6510.0,6654.08,6201.72,2.21,-4.74,11.51,12.07,8.18,10.69
